epoch,MAE,MSE,loss,val_MAE,val_MSE,val_loss
0,0.847450852394104,1.4399133920669556,1.4399137496948242,0.7510924935340881,1.2691928148269653,1.2691928148269653
1,0.686511754989624,0.979954719543457,0.9799544215202332,0.531108558177948,0.7484510540962219,0.7484511137008667
2,0.6238104701042175,0.8452364802360535,0.8452364802360535,0.6312943696975708,0.9325495362281799,0.9325495362281799
3,0.5824821591377258,0.7535141706466675,0.7535141110420227,0.655021607875824,1.2003628015518188,1.2003626823425293
4,0.5464514493942261,0.6685391664505005,0.6685391068458557,0.5751227140426636,0.6671136617660522,0.667113721370697
5,0.5114955902099609,0.5999380350112915,0.5999382138252258,0.5187486410140991,0.6614987850189209,0.6614987850189209
6,0.5091017484664917,0.5873386263847351,0.5873385071754456,0.4558233916759491,0.5776822566986084,0.5776822566986084
7,0.48676633834838867,0.555497944355011,0.5554980039596558,0.5895988345146179,1.0295385122299194,1.029538631439209
8,0.47001761198043823,0.5243058204650879,0.5243057608604431,0.6971510648727417,1.3221982717514038,1.3221982717514038
9,0.4661765396595001,0.5094391107559204,0.5094389319419861,0.7350839972496033,1.3642213344573975,1.3642213344573975
10,0.46063199639320374,0.4985945522785187,0.49859461188316345,0.44924527406692505,0.46203312277793884,0.46203315258026123
11,0.4532221853733063,0.4792398512363434,0.4792400598526001,0.7530441284179688,1.557187557220459,1.557187557220459
12,0.43418920040130615,0.44475552439689636,0.44475558400154114,0.708195149898529,1.157344102859497,1.1573439836502075
13,0.4463895261287689,0.4713091254234314,0.4713090658187866,0.44127267599105835,0.482740581035614,0.482740581035614
14,0.43147045373916626,0.4364662766456604,0.4364662766456604,0.5543431639671326,0.9007583856582642,0.9007584452629089
15,0.416398823261261,0.41289031505584717,0.4128902554512024,0.4212697744369507,0.4960297644138336,0.49602973461151123
16,0.4147847294807434,0.4044167995452881,0.40441659092903137,1.0309982299804688,2.5091445446014404,2.5091445446014404
17,0.4074304401874542,0.39356568455696106,0.39356568455696106,0.4656475782394409,0.47164541482925415,0.4716454744338989
18,0.41385871171951294,0.4027518033981323,0.4027518630027771,0.37623319029808044,0.3694266080856323,0.36942654848098755
19,0.39186689257621765,0.3693593144416809,0.36935946345329285,0.4864000380039215,0.5744054913520813,0.5744054317474365
20,0.40021583437919617,0.3801153600215912,0.3801153302192688,0.3581380844116211,0.33078375458717346,0.33078378438949585
21,0.3888454735279083,0.35408568382263184,0.35408568382263184,0.39306944608688354,0.374729722738266,0.374729722738266
22,0.37943270802497864,0.34485307335853577,0.3448529839515686,0.38419821858406067,0.40402165055274963,0.40402162075042725
23,0.37308600544929504,0.33153989911079407,0.33153989911079407,0.46234434843063354,0.5480793714523315,0.5480793714523315
24,0.37600240111351013,0.32934442162513733,0.32934439182281494,0.7291164994239807,1.5483226776123047,1.5483229160308838
25,0.3785717487335205,0.33357399702072144,0.3335738778114319,0.4148891866207123,0.39196014404296875,0.39196014404296875
26,0.36933428049087524,0.3233862817287445,0.3233863413333893,0.5238454341888428,0.6768918037414551,0.6768918037414551
27,0.36659032106399536,0.3135772943496704,0.313577264547348,0.4638140797615051,0.47620949149131775,0.47620949149131775
28,0.3613508343696594,0.3070986866950989,0.3070985674858093,0.34341689944267273,0.3109053373336792,0.3109053373336792
29,0.3572515845298767,0.30120453238487244,0.3012045621871948,0.3240691125392914,0.2764294743537903,0.27642950415611267
30,0.3633359968662262,0.3091371953487396,0.30913716554641724,0.44172120094299316,0.5028294920921326,0.5028294324874878
31,0.35949984192848206,0.2988831102848053,0.2988831698894501,0.4290641248226166,0.44047603011131287,0.44047605991363525
32,0.34926220774650574,0.28715020418167114,0.28715017437934875,0.36644333600997925,0.279540091753006,0.279540091753006
33,0.34678807854652405,0.27782928943634033,0.27782922983169556,0.40378469228744507,0.3494611978530884,0.3494611978530884
34,0.3498980700969696,0.28547683358192444,0.28547683358192444,0.39949551224708557,0.37643247842788696,0.3764324188232422
35,0.3452209234237671,0.2697151005268097,0.26971516013145447,0.4248611032962799,0.48931100964546204,0.48931095004081726
36,0.33789607882499695,0.2666636109352112,0.26666367053985596,0.44615036249160767,0.4903777837753296,0.4903777837753296
37,0.34659144282341003,0.27471309900283813,0.27471306920051575,0.32254981994628906,0.2335282266139984,0.2335282415151596
38,0.3414582908153534,0.26516279578208923,0.2651628255844116,0.34038829803466797,0.25450724363327026,0.2545072138309479
39,0.3551877439022064,0.28785306215286255,0.28785309195518494,0.5745934247970581,0.7790175080299377,0.7790175676345825
40,0.3334157168865204,0.2568318843841553,0.2568318843841553,0.3969736397266388,0.35705816745758057,0.35705816745758057
41,0.3242369592189789,0.2427455186843872,0.2427455633878708,0.3236285448074341,0.25549036264419556,0.25549036264419556
42,0.3346899747848511,0.2528592050075531,0.2528592348098755,0.432159423828125,0.5218265652656555,0.5218265652656555
43,0.33921217918395996,0.26168566942214966,0.26168569922447205,0.35890984535217285,0.298462450504303,0.298462450504303
44,0.32246607542037964,0.23856332898139954,0.23856337368488312,0.30303800106048584,0.23346127569675446,0.23346126079559326
45,0.3209467828273773,0.23012714087963104,0.23012708127498627,0.2939212918281555,0.21469037234783173,0.21469037234783173
46,0.3245307207107544,0.2366497814655304,0.2366497665643692,0.37135717272758484,0.3278464376926422,0.3278464674949646
47,0.31627053022384644,0.22414815425872803,0.2241482138633728,0.4948636293411255,0.5907996892929077,0.5907997488975525
48,0.3242555260658264,0.23492632806301117,0.2349262237548828,0.40774834156036377,0.40061667561531067,0.40061670541763306
49,0.33184611797332764,0.24421148002147675,0.24421146512031555,0.45125746726989746,0.543624758720398,0.543624758720398
50,0.3172982931137085,0.2251873016357422,0.22518731653690338,0.6681932210922241,1.336502194404602,1.3365020751953125
51,0.31642329692840576,0.2269323766231537,0.22693240642547607,0.29659155011177063,0.231184720993042,0.2311847060918808
52,0.3173792362213135,0.2259370982646942,0.22593706846237183,0.5398610234260559,0.7167946696281433,0.7167946696281433
53,0.3096561133861542,0.21820859611034393,0.21820853650569916,0.28082871437072754,0.19510965049266815,0.19510963559150696
54,0.3120540976524353,0.22034841775894165,0.22034841775894165,0.26675155758857727,0.17970320582389832,0.1797032207250595
55,0.30589553713798523,0.20879784226417542,0.20879779756069183,0.34594693779945374,0.25165045261383057,0.25165045261383057
56,0.31349319219589233,0.2134287804365158,0.213428795337677,0.36293861269950867,0.3236083388328552,0.3236083388328552
57,0.30959269404411316,0.21602995693683624,0.21602994203567505,0.30352783203125,0.20874841511249542,0.20874843001365662
58,0.31029435992240906,0.21355503797531128,0.21355502307415009,0.2644512355327606,0.1811348795890808,0.181134894490242
59,0.30714282393455505,0.20809932053089142,0.2080993354320526,0.29151394963264465,0.20441317558288574,0.20441316068172455
60,0.3079676032066345,0.2129555642604828,0.21295557916164398,0.2792397141456604,0.20540890097618103,0.20540888607501984
61,0.3019283711910248,0.20098638534545898,0.20098638534545898,0.29572972655296326,0.23185667395591736,0.23185668885707855
62,0.2964754104614258,0.19925066828727722,0.19925066828727722,0.3736436069011688,0.34153032302856445,0.34153035283088684
63,0.30149075388908386,0.20245350897312164,0.20245344936847687,0.3545289635658264,0.3064470887184143,0.3064470887184143
64,0.29605430364608765,0.19513872265815735,0.19513872265815735,0.354268342256546,0.3089101314544678,0.3089101314544678
65,0.29621756076812744,0.19341275095939636,0.19341276586055756,0.2665649950504303,0.17962917685508728,0.17962919175624847
66,0.29861459136009216,0.19804434478282928,0.1980443149805069,0.27078506350517273,0.18598608672618866,0.18598610162734985
67,0.2919376492500305,0.18990777432918549,0.18990777432918549,0.4074423015117645,0.42370328307151794,0.42370331287384033
68,0.29053357243537903,0.18613243103027344,0.1861324906349182,0.3576676547527313,0.3271828591823578,0.3271828889846802
69,0.29621633887290955,0.1947607398033142,0.1947607398033142,0.38424205780029297,0.40187957882881165,0.40187954902648926
70,0.2859928011894226,0.18021740019321442,0.18021735548973083,0.27204880118370056,0.19159220159053802,0.19159220159053802
71,0.2880365550518036,0.18263205885887146,0.18263205885887146,0.28804707527160645,0.2073010802268982,0.207301065325737
72,0.3003405034542084,0.19871756434440613,0.19871756434440613,0.3919488191604614,0.3873521089553833,0.3873521387577057
73,0.31073200702667236,0.2098013311624527,0.2098013013601303,0.47325676679611206,0.5764012932777405,0.5764012932777405
74,0.2922641634941101,0.18698902428150177,0.18698903918266296,0.2507476508617401,0.16436733305454254,0.16436730325222015
